row_id,image_id,true_class,pred_class,true_label,pred_label,fold,bbox,width,height,verdict,corrected_class_id,corrected_class_label,review_timestamp
train_pen2_tur_cam1_20250109_075911_0007,pen2_tur_cam1_20250109_075911.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[958.5,37.5,136.0,430.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:33:04.787396
train_pen2_tur_cam1_20250109_080501_0007,pen2_tur_cam1_20250109_080501.jpg,4,3,Sternal_lying,Standing,1,"[950.0,7.5,153.0,504.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:33:15.688187
train_pen2_tur_cam1_20250109_080632_0001,pen2_tur_cam1_20250109_080632.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[619.0,380.5,272.0,294.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:33:23.239607
train_pen2_tur_cam1_20250120_072428_0007,pen2_tur_cam1_20250120_072428.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[301.5,742.5,318.0,457.0]",2688,1520,annotation_ok,0,Lateral_lying_left,2026-03-18T16:33:36.028292
train_pen2_tur_cam1_20250120_080431_0008,pen2_tur_cam1_20250120_080431.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[256.3,623.3,177.7,445.3]",2688,1520,annotation_ok,1,Lateral_lying_right,2026-03-18T16:33:58.691342
train_pen2_tur_cam1_20250120_080751_0006,pen2_tur_cam1_20250120_080751.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[281.0,561.0,155.7,514.3]",2688,1520,annotation_ok,1,Lateral_lying_right,2026-03-18T16:34:05.794961
train_pen2_tur_cam1_20250120_083253_0006,pen2_tur_cam1_20250120_083253.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[663.0,111.5,729.0,412.0]",2688,1520,pred_correct,1,Lateral_lying_right,2026-03-18T16:34:22.435340
train_pen2_tur_cam1_20250120_084934_0004,pen2_tur_cam1_20250120_084934.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[1139.0,1223.0,761.0,284.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:34:36.951651
train_pen2_tur_cam1_20250120_085754_0000,pen2_tur_cam1_20250120_085754.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[1011.0,518.0,688.0,716.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:34:55.507648
train_pen2_tur_cam1_20250120_085754_0002,pen2_tur_cam1_20250120_085754.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[1703.5,256.0,363.0,999.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:35:05.187078
train_pen2_tur_cam1_20250120_085754_0004,pen2_tur_cam1_20250120_085754.jpg,2,3,Sitting,Standing,1,"[221.0,188.0,327.0,304.0]",2688,1520,pred_correct,3,Standing,2026-03-18T16:35:13.318276
train_pen2_tur_cam1_20250120_100258_0007,pen2_tur_cam1_20250120_100258.jpg,4,3,Sternal_lying,Standing,1,"[416.0,920.0,360.0,298.0]",2688,1520,annotation_ok,4,Sternal_lying,2026-03-18T17:21:19.867433
train_pen2_tur_cam1_20250120_102440_0006,pen2_tur_cam1_20250120_102440.jpg,0,3,Lateral_lying_left,Standing,1,"[411.0,882.5,329.0,315.0]",2688,1520,annotation_ok,0,Lateral_lying_left,2026-03-18T16:35:51.024985
train_pen2_tur_cam1_20250120_111944_0001,pen2_tur_cam1_20250120_111944.jpg,3,4,Standing,Sternal_lying,1,"[704.0,160.5,594.0,557.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:35:58.492383
train_pen2_tur_cam1_20250120_111944_0006,pen2_tur_cam1_20250120_111944.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[1091.5,1091.5,790.0,358.0]",2688,1520,annotation_ok,4,Sternal_lying,2026-03-18T16:36:05.781702
train_pen2_tur_cam1_20250120_113805_0007,pen2_tur_cam1_20250120_113805.jpg,1,3,Lateral_lying_right,Standing,1,"[388.5,766.5,312.0,447.0]",2688,1520,annotation_ok,1,Lateral_lying_right,2026-03-18T16:36:23.619655
train_pen2_tur_cam1_20250120_113805_0008,pen2_tur_cam1_20250120_113805.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[260.0,571.5,172.0,469.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:36:30.102445
train_pen2_tur_cam1_20250120_114806_0007,pen2_tur_cam1_20250120_114806.jpg,1,0,Lateral_lying_right,Lateral_lying_left,1,"[371.2,803.8,230.3,268.3]",2688,1520,pred_correct,0,Lateral_lying_left,2026-03-18T16:36:39.207753
train_pen2_tur_cam1_20250120_122809_0008,pen2_tur_cam1_20250120_122809.jpg,1,0,Lateral_lying_right,Lateral_lying_left,1,"[269.5,577.2,163.7,475.0]",2688,1520,skip,1,Lateral_lying_right,2026-03-18T16:36:57.408680
train_pen2_tur_cam1_20250120_130159_0000,pen2_tur_cam1_20250120_130159.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[1321.0,56.5,672.0,835.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:37:10.440742
train_pen2_tur_cam1_20250120_132341_0000,pen2_tur_cam1_20250120_132341.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[1116.3,1187.7,857.0,329.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:37:15.578296
train_pen2_tur_cam1_20250120_132341_0008,pen2_tur_cam1_20250120_132341.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[423.1,954.3,299.9,250.1]",2688,1520,annotation_ok,0,Lateral_lying_left,2026-03-18T16:37:26.100456
train_pen2_tur_cam1_20250120_134343_0006,pen2_tur_cam1_20250120_134343.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[1113.0,1217.0,796.0,299.0]",2688,1520,annotation_ok,4,Sternal_lying,2026-03-18T16:37:30.968229
train_pen2_tur_cam1_20250120_140846_0002,pen2_tur_cam1_20250120_140846.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[963.5,284.5,775.0,483.0]",2688,1520,pred_correct,1,Lateral_lying_right,2026-03-18T16:37:39.599446
train_pen2_tur_cam1_20250120_140846_0007,pen2_tur_cam1_20250120_140846.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[279.0,586.0,121.0,489.0]",2688,1520,annotation_ok,1,Lateral_lying_right,2026-03-18T16:37:50.674663
train_pen2_tur_cam1_20250120_142847_0001,pen2_tur_cam1_20250120_142847.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[1111.5,663.0,912.0,370.0]",2688,1520,pred_correct,4,Sternal_lying,2026-03-18T16:37:59.229942
train_pen2_tur_cam1_20250120_142847_0005,pen2_tur_cam1_20250120_142847.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[665.5,57.0,713.0,298.0]",2688,1520,pred_correct,0,Lateral_lying_left,2026-03-18T16:38:07.557462
train_pen2_tur_cam1_20250120_143347_0001,pen2_tur_cam1_20250120_143347.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[1103.0,906.0,802.0,367.0]",2688,1520,annotation_ok,4,Sternal_lying,2026-03-18T16:38:12.196393
train_pen2_tur_cam1_20250120_144348_0005,pen2_tur_cam1_20250120_144348.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[696.0,117.5,715.0,314.0]",2688,1520,annotation_ok,4,Sternal_lying,2026-03-18T16:38:18.922298
train_pen2_tur_cam1_20250123_100501_0007,pen2_tur_cam1_20250123_100501.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[225.5,51.0,255.0,158.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T16:38:26.372328
train_pen2_tur_cam1_20250123_102002_0008,pen2_tur_cam1_20250123_102002.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[202.0,424.5,145.0,149.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:38:32.363104
train_pen2_tur_cam1_20250123_105005_0008,pen2_tur_cam1_20250123_105005.jpg,3,4,Standing,Sternal_lying,1,"[141.0,247.0,86.0,256.0]",1280,720,annotation_ok,3,Standing,2026-03-18T16:38:39.876363
train_pen2_tur_cam1_20250123_111827_0008,pen2_tur_cam1_20250123_111827.jpg,3,1,Standing,Lateral_lying_right,1,"[244.0,140.0,186.0,332.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:39:00.862087
train_pen2_tur_cam1_20250123_121011_0008,pen2_tur_cam1_20250123_121011.jpg,3,2,Standing,Sitting,1,"[145.7,348.7,150.5,204.0]",1280,720,pred_correct,2,Sitting,2026-03-18T16:39:20.014852
train_pen2_tur_cam1_20250123_135757_0007,pen2_tur_cam1_20250123_135757.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[539.0,571.0,352.0,144.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:41:35.358051
train_pen2_tur_cam1_20250123_142027_0005,pen2_tur_cam1_20250123_142027.jpg,4,3,Sternal_lying,Standing,1,"[113.5,261.0,89.5,195.3]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:41:42.013751
train_pen2_tur_cam1_20250123_144427_0008,pen2_tur_cam1_20250123_144427.jpg,2,1,Sitting,Lateral_lying_right,1,"[196.5,423.3,108.7,114.3]",1280,720,annotation_ok,2,Sitting,2026-03-18T16:41:47.759250
train_pen2_tur_cam1_20250123_152548_0004,pen2_tur_cam1_20250123_152548.jpg,2,3,Sitting,Standing,1,"[178.0,59.0,306.0,123.0]",1280,720,pred_correct,3,Standing,2026-03-18T16:41:52.812205
train_pen2_tur_cam1_20250123_153058_0004,pen2_tur_cam1_20250123_153058.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[540.0,540.5,361.0,174.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:41:57.982242
train_pen2_tur_cam1_20250209_082513_0004,pen2_tur_cam1_20250209_082513.jpg,4,2,Sternal_lying,Sitting,1,"[217.0,63.5,216.0,155.0]",1280,720,pred_correct,2,Sitting,2026-03-18T16:42:08.577067
train_pen2_tur_cam1_20250209_102702_0001,pen2_tur_cam1_20250209_102702.jpg,2,4,Sitting,Sternal_lying,1,"[818.0,391.5,215.0,310.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T16:42:14.959688
train_pen2_tur_cam1_20250209_103022_0005,pen2_tur_cam1_20250209_103022.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[535.0,548.0,305.0,154.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:42:21.169470
train_pen2_tur_cam1_20250209_103022_0007,pen2_tur_cam1_20250209_103022.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[703.5,260.0,168.0,351.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:42:28.109023
train_pen2_tur_cam1_20250209_104022_0001,pen2_tur_cam1_20250209_104022.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[602.0,436.0,306.0,257.0]",1280,720,annotation_ok,1,Lateral_lying_right,2026-03-18T16:42:45.392466
train_pen2_tur_cam1_20250209_110204_0000,pen2_tur_cam1_20250209_110204.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[522.0,374.5,219.0,277.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:42:49.939715
train_pen2_tur_cam1_20250209_110204_0007,pen2_tur_cam1_20250209_110204.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[331.0,130.0,332.0,131.0]",1280,720,annotation_ok,1,Lateral_lying_right,2026-03-18T16:42:55.085882
train_pen2_tur_cam1_20250209_111705_0004,pen2_tur_cam1_20250209_111705.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[914.0,36.0,183.0,373.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T16:43:02.753313
train_pen2_tur_cam1_20250209_115528_0004,pen2_tur_cam1_20250209_115528.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[531.5,557.8,305.0,143.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:43:07.961444
train_pen2_tur_cam1_20250209_115528_0008,pen2_tur_cam1_20250209_115528.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[222.5,466.0,121.0,107.0]",1280,720,pred_correct,0,Lateral_lying_left,2026-03-18T16:43:16.736740
train_pen2_tur_cam1_20250209_122030_0004,pen2_tur_cam1_20250209_122030.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[933.0,162.5,158.0,412.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:43:30.689288
train_pen2_tur_cam1_20250209_124532_0008,pen2_tur_cam1_20250209_124532.jpg,3,2,Standing,Sitting,1,"[134.8,471.2,115.3,81.7]",1280,720,annotation_ok,3,Standing,2026-03-18T16:43:45.627350
train_pen2_tur_cam1_20250209_125714_0005,pen2_tur_cam1_20250209_125714.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[556.5,572.5,324.0,137.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:43:50.065216
train_pen2_tur_cam1_20250215_095428_0002,pen2_tur_cam1_20250215_095428.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[528.5,459.0,328.0,186.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:43:53.969457
train_pen2_tur_cam2_20250120_074749_0004,pen2_tur_cam2_20250120_074749.jpg,1,3,Lateral_lying_right,Standing,1,"[1903.0,642.0,316.0,450.0]",2688,1520,annotation_ok,1,Lateral_lying_right,2026-03-18T16:44:03.315728
train_pen1_orb_cam1_20250108_085757_0001,pen1_orb_cam1_20250108_085757.jpg,3,4,Standing,Sternal_lying,2,"[1282.5,426.0,229.0,440.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T17:22:29.175802
train_pen1_orb_cam1_20250108_085757_0003,pen1_orb_cam1_20250108_085757.jpg,0,3,Lateral_lying_left,Standing,2,"[772.3,157.3,428.7,230.7]",1920,1080,pred_correct,3,Standing,2026-03-18T17:22:38.391641
train_pen1_orb_cam2_20250108_134256_0000,pen1_orb_cam2_20250108_134256.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[624.0,92.0,369.0,150.0]",1920,1080,annotation_ok,4,Sternal_lying,2026-03-18T17:22:43.389951
train_pen1_tur_cam1_20250201_085101_0003,pen1_tur_cam1_20250201_085101.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[1299.0,668.0,312.0,165.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T17:22:47.757195
train_pen1_tur_cam1_20250201_085101_0006,pen1_tur_cam1_20250201_085101.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[1308.5,424.0,296.0,169.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T17:22:53.403148
train_pen1_tur_cam1_20250201_090121_0001,pen1_tur_cam1_20250201_090121.jpg,4,3,Sternal_lying,Standing,2,"[420.5,746.0,554.0,235.0]",1920,1080,annotation_ok,4,Sternal_lying,2026-03-18T17:23:11.098866
train_pen1_tur_cam1_20250203_095047_0008,pen1_tur_cam1_20250203_095047.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[1504.5,699.0,172.0,138.0]",1920,1080,annotation_ok,4,Sternal_lying,2026-03-18T17:23:45.889800
train_pen1_tur_cam2_20250122_093049_0005,pen1_tur_cam2_20250122_093049.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[493.5,550.0,406.0,157.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:24:09.077414
train_pen1_tur_cam2_20250122_100000_0005,pen1_tur_cam2_20250122_100000.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[410.0,584.0,352.0,121.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T17:24:18.478552
train_pen1_tur_cam2_20250122_113812_0004,pen1_tur_cam2_20250122_113812.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[217.5,546.0,293.0,133.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:24:28.152766
train_pen1_tur_cam2_20250122_115341_0000,pen1_tur_cam2_20250122_115341.jpg,4,2,Sternal_lying,Sitting,2,"[212.5,237.0,246.0,226.0]",1280,720,pred_correct,2,Sitting,2026-03-18T17:24:38.978317
train_pen1_tur_cam2_20250122_123554_0005,pen1_tur_cam2_20250122_123554.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[171.5,464.5,234.0,162.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:24:49.266473
train_pen1_tur_cam2_20250122_130417_0001,pen1_tur_cam2_20250122_130417.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[524.5,45.0,359.0,299.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:24:57.226837
train_pen1_tur_cam2_20250122_130417_0002,pen1_tur_cam2_20250122_130417.jpg,2,4,Sitting,Sternal_lying,2,"[200.5,445.5,271.0,211.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T17:25:07.298948
train_pen1_tur_cam2_20250122_130557_0000,pen1_tur_cam2_20250122_130557.jpg,2,4,Sitting,Sternal_lying,2,"[222.0,426.6,281.0,238.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T17:25:13.535547
train_pen1_tur_cam2_20250122_131917_0001,pen1_tur_cam2_20250122_131917.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[228.0,432.0,260.0,235.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:25:20.641771
train_pen1_tur_cam2_20250122_133418_0003,pen1_tur_cam2_20250122_133418.jpg,1,4,Lateral_lying_right,Sternal_lying,2,"[240.0,259.5,317.0,191.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:25:25.939403
train_pen1_tur_cam2_20250122_133418_0004,pen1_tur_cam2_20250122_133418.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[390.5,522.5,371.0,183.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:25:38.284278
train_pen1_tur_cam2_20250125_063337_0007,pen1_tur_cam2_20250125_063337.jpg,3,4,Standing,Sternal_lying,2,"[142.0,162.0,166.9,108.7]",1280,720,annotation_ok,3,Standing,2026-03-18T17:25:47.540527
train_pen1_tur_cam2_20250125_075939_0005,pen1_tur_cam2_20250125_075939.jpg,4,3,Sternal_lying,Standing,2,"[438.5,557.0,404.0,156.0]",1280,720,pred_correct,3,Standing,2026-03-18T17:25:51.991374
train_pen1_tur_cam2_20250125_075939_0007,pen1_tur_cam2_20250125_075939.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[265.0,568.5,256.7,126.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:26:04.986314
train_pen1_tur_cam2_20250125_081149_0005,pen1_tur_cam2_20250125_081149.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[244.0,562.5,278.0,129.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:26:11.550518
train_pen1_tur_cam2_20250125_082719_0005,pen1_tur_cam2_20250125_082719.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[242.0,554.5,268.0,134.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:26:16.243549
train_pen1_tur_cam2_20250125_090830_0006,pen1_tur_cam2_20250125_090830.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[453.0,38.0,319.0,138.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:26:24.236552
train_pen1_tur_cam2_20250125_092332_0001,pen1_tur_cam2_20250125_092332.jpg,2,4,Sitting,Sternal_lying,2,"[314.5,365.0,409.0,175.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T17:26:31.275832
train_pen1_tur_cam2_20250125_092332_0006,pen1_tur_cam2_20250125_092332.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[450.5,37.0,329.0,132.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:26:49.209485
train_pen1_tur_cam2_20250125_110158_0005,pen1_tur_cam2_20250125_110158.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[282.5,300.0,321.0,186.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:26:54.869795
train_pen1_tur_cam2_20250125_111339_0002,pen1_tur_cam2_20250125_111339.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[518.0,218.5,253.0,408.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:27:06.228635
train_pen1_tur_cam2_20250125_120423_0005,pen1_tur_cam2_20250125_120423.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[341.5,514.5,329.0,183.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:27:11.870706
train_pen1_tur_cam2_20250125_121444_0006,pen1_tur_cam2_20250125_121444.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[70.8,367.3,50.8,217.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:27:30.433815
train_pen1_tur_cam2_20250125_124034_0005,pen1_tur_cam2_20250125_124034.jpg,2,4,Sitting,Sternal_lying,2,"[586.5,480.5,371.0,169.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T17:27:36.108503
train_pen1_tur_cam2_20250125_124904_0005,pen1_tur_cam2_20250125_124904.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[664.0,391.5,306.0,291.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:27:44.705190
train_pen1_tur_cam2_20250125_130435_0004,pen1_tur_cam2_20250125_130435.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[427.0,549.0,389.0,157.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:27:50.051088
train_pen1_tur_cam2_20250125_131645_0002,pen1_tur_cam2_20250125_131645.jpg,4,2,Sternal_lying,Sitting,2,"[278.5,289.0,332.0,189.0]",1280,720,pred_correct,2,Sitting,2026-03-18T17:27:57.329664
train_pen1_tur_cam2_20250125_134745_0004,pen1_tur_cam2_20250125_134745.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[264.5,485.0,297.0,195.0]",1280,720,pred_correct,0,Lateral_lying_left,2026-03-18T17:28:08.242647
train_pen1_tur_cam2_20250125_134745_0005,pen1_tur_cam2_20250125_134745.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[80.0,498.0,129.0,116.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:28:17.511087
train_pen1_tur_cam2_20250125_141657_0007,pen1_tur_cam2_20250125_141657.jpg,4,3,Sternal_lying,Standing,2,"[183.0,230.7,86.1,286.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:28:35.239225
train_pen1_tur_cam2_20250125_143857_0005,pen1_tur_cam2_20250125_143857.jpg,3,4,Standing,Sternal_lying,2,"[105.0,520.5,198.0,106.0]",1280,720,annotation_ok,3,Standing,2026-03-18T17:28:42.610128
train_pen1_tur_cam2_20250125_143857_0007,pen1_tur_cam2_20250125_143857.jpg,4,3,Sternal_lying,Standing,2,"[45.5,358.0,74.0,220.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:28:50.206061
train_pen1_tur_cam2_20250126_083850_0000,pen1_tur_cam2_20250126_083850.jpg,1,4,Lateral_lying_right,Sternal_lying,2,"[378.9,239.5,400.0,222.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:28:56.471032
train_pen1_tur_cam2_20250126_113836_0004,pen1_tur_cam2_20250126_113836.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[391.0,342.5,322.0,305.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:29:04.769814
train_pen1_tur_cam2_20250126_134554_0007,pen1_tur_cam2_20250126_134554.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[188.5,534.5,221.0,131.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:29:17.765199
train_pen1_tur_cam2_20250126_142057_0000,pen1_tur_cam2_20250126_142057.jpg,2,4,Sitting,Sternal_lying,2,"[378.4,465.0,389.0,249.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T17:29:24.280714
train_pen1_tur_cam2_20250126_142057_0004,pen1_tur_cam2_20250126_142057.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[460.5,34.5,331.0,168.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T17:29:29.686608
train_pen1_tur_cam2_20250126_143609_0005,pen1_tur_cam2_20250126_143609.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[392.9,565.0,337.0,142.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T19:52:03.292043
train_pen1_tur_cam2_20250127_103822_0007,pen1_tur_cam2_20250127_103822.jpg,4,3,Sternal_lying,Standing,2,"[148.5,138.5,128.0,103.0]",1280,720,pred_correct,3,Standing,2026-03-18T19:52:09.658191
train_pen1_tur_cam2_20250127_105323_0003,pen1_tur_cam2_20250127_105323.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[164.0,382.0,175.0,262.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T19:52:24.461658
train_pen1_tur_cam2_20250127_105323_0004,pen1_tur_cam2_20250127_105323.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[505.0,25.5,308.0,172.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T19:53:57.943708
train_pen1_tur_cam2_20250127_120829_0006,pen1_tur_cam2_20250127_120829.jpg,4,2,Sternal_lying,Sitting,2,"[123.0,136.5,152.0,134.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T19:54:05.333505
train_pen1_tur_cam2_20250127_125612_0003,pen1_tur_cam2_20250127_125612.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[456.5,542.0,481.0,168.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T19:54:13.852145
train_pen1_tur_cam2_20250127_142213_0006,pen1_tur_cam2_20250127_142213.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[484.5,32.5,320.0,155.0]",1280,720,pred_correct,0,Lateral_lying_left,2026-03-18T19:54:18.685459
train_pen1_tur_cam2_20250127_142723_0007,pen1_tur_cam2_20250127_142723.jpg,3,4,Standing,Sternal_lying,2,"[508.8,226.8,248.3,455.2]",1280,720,annotation_ok,3,Standing,2026-03-18T19:54:29.971661
train_pen1_tur_cam2_20250127_150014_0002,pen1_tur_cam2_20250127_150014.jpg,4,0,Sternal_lying,Lateral_lying_left,2,"[743.0,252.0,147.0,463.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T19:54:41.869860
train_pen1_tur_cam2_20250127_150014_0005,pen1_tur_cam2_20250127_150014.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[856.5,197.0,134.0,396.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T19:54:50.422387
train_pen1_tur_cam2_20250127_160028_0004,pen1_tur_cam2_20250127_160028.jpg,2,3,Sitting,Standing,2,"[290.5,265.0,294.0,204.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T19:54:56.883116
train_pen1_tur_cam2_20250201_093221_0006,pen1_tur_cam2_20250201_093221.jpg,4,1,Sternal_lying,Lateral_lying_right,2,"[684.5,62.0,486.0,220.0]",1920,1080,annotation_ok,4,Sternal_lying,2026-03-18T19:55:02.205256
train_pen1_tur_cam2_20250201_140445_0003,pen1_tur_cam2_20250201_140445.jpg,0,4,Lateral_lying_left,Sternal_lying,2,"[1014.0,238.0,304.0,686.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T19:55:15.014546
train_pen1_tur_cam2_20250202_154625_0003,pen1_tur_cam2_20250202_154625.jpg,1,4,Lateral_lying_right,Sternal_lying,2,"[323.0,339.0,328.0,280.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T19:55:25.723793
